COMID,ELEV,CANOPY,SLOPE,PRECIP,CUMDRAINAG,S1_93_11,S30_2040D
23499383,2591.60,76.00,0.10753,762.47520,8.614,6.18000,7.33000
23499383,2502.83,71.91,0.10753,762.47520,8.614,6.50000,7.65000
23499455,2556.46,65.70,0.15473,643.99880,6.646,5.63000,6.76000
23499455,2386.00,56.70,0.15473,643.99880,6.646,6.28000,7.43000
23499459,1723.76,0.00,0.00000,368.76010,15.575,11.04000,12.32000
23499459,1753.05,0.00,0.00000,368.76010,15.575,10.87000,12.14000
23499459,1781.52,0.00,0.00000,368.76010,15.575,10.66000,11.93000
23499459,1807.82,0.52,0.00000,368.76010,15.575,10.42000,11.68000
23499043,2320.98,78.63,0.07860,659.33680,21.207,7.40000,8.58000
23499047,2542.96,66.99,0.12132,657.83950,7.178,6.32000,7.47000
23499049,2720.27,47.98,0.12582,664.96000,2.574,5.72000,6.85000
23499051,1485.96,21.00,0.00437,187.89570,261.160,12.17000,13.47000
23499051,1481.83,24.96,0.00437,187.89570,261.160,12.16000,13.46000
23499055,1491.19,18.98,0.00674,194.61580,260.401,12.13000,13.44000
23499059,1519.04,17.73,0.00519,194.15210,259.890,12.12000,13.43000
23499059,1511.18,17.60,0.00519,194.15210,259.890,12.13000,13.44000
23499059,1506.79,15.56,0.00519,194.15210,259.890,12.15000,13.46000
23499059,1501.61,14.74,0.00519,194.15210,259.890,12.15000,13.46000
23499059,1496.72,20.93,0.00519,194.15210,259.890,12.10000,13.41000
23499061,1531.49,8.80,0.00738,197.71720,257.861,12.14000,13.45000
23499061,1524.01,20.10,0.00738,197.71720,257.861,12.08000,13.38000
23499063,1550.28,15.21,0.00627,200.85300,256.328,11.79000,13.09000
23499063,1545.04,14.00,0.00627,200.85300,256.328,11.94000,13.24000
23499063,1538.20,1.85,0.00627,200.85300,256.328,12.14000,13.45000
23499065,1563.34,11.61,0.00811,202.40890,195.745,12.09000,13.40000
23499067,1571.02,1.43,0.00997,208.80770,193.951,12.02000,13.32000
23499071,1654.92,0.00,0.01560,282.74500,187.889,10.87000,12.15000
23499071,1635.58,0.00,0.01560,282.74500,187.889,11.07000,12.35000
23499071,1619.79,0.00,0.01560,282.74500,187.889,11.26000,12.54000
23499071,1604.69,0.00,0.01560,282.74500,187.889,11.47000,12.76000
23499071,1589.79,0.00,0.01560,282.74500,187.889,11.67000,12.97000
23499071,1581.18,0.00,0.01560,282.74500,187.889,11.79000,13.09000
23499073,1757.25,0.00,0.02586,246.77130,114.102,10.09000,11.35000
23499073,1728.69,0.00,0.02586,246.77130,114.102,10.31000,11.57000
23499073,1703.08,0.00,0.02586,246.77130,114.102,10.51000,11.77000
23499073,1679.06,0.00,0.02586,246.77130,114.102,10.65000,11.92000
23499075,1791.51,9.70,0.00000,233.67500,96.845,9.87000,11.11000
23499077,1818.89,9.18,0.09752,364.39940,81.110,8.55000,9.76000
23499079,1878.70,28.50,0.02800,474.21340,80.905,8.59000,9.80000
23499079,1849.74,21.57,0.02800,474.21340,80.905,8.59000,9.80000
23499081,1950.49,42.63,0.03274,533.77120,64.105,8.33000,9.53000
23499085,1990.58,45.81,0.06978,550.36400,38.742,8.10000,9.30000
23499331,2590.08,6.54,0.33093,603.57240,0.916,4.64000,5.74000
23499331,2200.38,13.34,0.33093,603.57240,0.916,6.09000,7.23000
23499353,2420.17,44.82,0.26916,618.39000,2.147,5.58000,6.71000
23499353,2169.12,70.18,0.26916,618.39000,2.147,6.27000,7.42000
23499355,2313.30,0.69,0.41975,527.05000,0.073,5.25000,6.37000
23500243,1536.20,0.58,0.00301,226.21940,69.278,14.38000,15.75000
23512918,2661.70,64.98,0.12955,709.71840,6.764,5.80000,6.93000
23512918,2538.45,81.30,0.12955,709.71840,6.764,6.09000,7.23000
23513030,1944.71,36.88,0.01044,290.04120,157.901,12.66000,13.99000
23513030,1933.91,36.19,0.01044,290.04120,157.901,12.77000,14.09000
23513032,1965.91,24.95,0.00979,571.37520,152.780,12.18000,13.49000
23513032,1955.11,16.21,0.00979,571.37520,152.780,12.31000,13.62000
23513034,1976.16,15.73,0.01025,353.55870,132.035,12.54000,13.86000
23522201,2266.58,7.02,0.26951,624.81400,1.778,6.29000,7.44000
23522205,2137.23,52.23,0.27675,610.11660,1.029,6.38000,7.53000
23522211,1874.74,32.87,0.24269,635.88120,2.273,7.74000,8.93000
23522215,1987.22,84.61,0.10073,1102.37200,9.563,9.57000,10.81000
23522215,1916.42,78.03,0.10073,1102.37200,9.563,9.85000,11.10000
23522217,2148.33,68.54,0.22049,669.27000,1.093,5.98000,7.12000
23513036,1997.36,25.16,0.01135,427.62320,113.900,12.25000,13.56000
23513036,1986.43,2.30,0.01135,427.62320,113.900,12.46000,13.78000
23514198,1998.50,0.00,0.01966,288.38400,6.038,12.08000,13.39000
23514198,1965.80,0.00,0.01966,288.38400,6.038,12.19000,13.50000
23514198,1950.17,0.66,0.01966,288.38400,6.038,12.27000,13.59000
23514198,1937.55,1.06,0.01966,288.38400,6.038,12.37000,13.68000
23514200,1968.27,8.12,0.01152,444.81690,12.625,11.81000,13.11000
23514200,1951.04,4.49,0.01152,444.81690,12.625,11.98000,13.29000
23514200,1939.91,7.47,0.01152,444.81690,12.625,12.08000,13.39000
23523289,2527.12,27.87,0.09642,1107.06400,1.112,7.41000,8.58000
23523349,2402.53,26.46,0.18615,1063.05600,4.398,7.57000,8.76000
23523349,2215.12,36.84,0.18615,1063.05600,4.398,8.29000,9.50000
23523349,1961.59,36.05,0.18615,1063.05600,4.398,9.31000,10.54000
23523349,1780.81,35.96,0.18615,1063.05600,4.398,10.02000,11.27000
23519189,1699.41,54.51,0.01902,782.75510,132.195,13.56000,14.91000
23519193,1731.86,69.24,0.00488,716.21180,128.470,13.01000,14.34000
23519201,1750.89,55.26,0.00275,709.95000,122.300,12.43000,13.74000
23519201,1748.39,49.94,0.00275,709.95000,122.300,12.57000,13.89000
23519207,1757.48,34.47,0.00377,709.95000,110.776,12.21000,13.52000
23519211,1764.04,79.91,0.00502,948.10130,108.751,11.26000,12.54000
23519215,1769.16,49.31,0.00841,910.49000,106.544,11.29000,12.57000
23519221,1783.72,67.41,0.00878,943.31160,88.979,10.61000,11.88000
23519221,1777.10,49.54,0.00878,943.31160,88.979,10.95000,12.22000
23519227,1810.34,60.12,0.01046,1144.99200,59.263,9.99000,11.24000
23519229,1826.85,36.14,0.01868,1230.77400,56.227,10.15000,11.40000
23519235,1912.13,27.82,0.03276,1190.37500,32.796,11.04000,12.32000
23519235,1866.51,18.81,0.03276,1190.37500,32.796,11.14000,12.42000
23519237,1980.83,40.09,0.03473,1234.97200,26.354,10.66000,11.93000
23519241,2087.58,41.94,0.04445,1282.47700,14.708,9.85000,11.10000
23519241,2039.85,62.47,0.04445,1282.47700,14.708,9.97000,11.22000
23519245,1704.91,56.66,0.00906,787.12000,1030.087,14.70000,16.07000
23519245,1697.95,61.33,0.00906,787.12000,1030.087,14.96000,16.34000
23519249,1724.40,58.77,0.01308,844.45590,1001.806,14.24000,15.61000
23519261,1766.35,54.23,0.00569,980.75340,955.498,13.90000,15.25000
23519261,1763.17,69.60,0.00569,980.75340,955.498,13.84000,15.19000
23519361,2064.54,2.04,0.05083,1088.03600,5.318,11.60000,12.90000
23519363,2122.94,9.27,0.02892,1071.73000,2.673,11.18000,12.46000
23519571,2123.44,68.65,0.06484,1098.22200,14.305,9.62000,10.86000
23519571,2067.27,73.55,0.06484,1098.22200,14.305,9.74000,10.98000
23519571,2002.29,52.33,0.06484,1098.22200,14.305,10.08000,11.33000
23519571,1956.38,83.03,0.06484,1098.22200,14.305,10.00000,11.25000
23519571,1916.85,84.82,0.06484,1098.22200,14.305,10.15000,11.40000
23519575,2281.76,63.78,0.14951,1097.64500,1.895,10.72000,11.99000
23519627,1976.28,80.55,0.01930,1008.33700,22.911,9.36000,10.59000
23519629,2017.72,86.06,0.03991,1056.43600,13.378,9.76000,11.00000
23519631,2093.52,64.33,0.07156,1053.05200,12.170,9.70000,10.94000
23519635,2153.22,28.31,0.06686,1069.74000,9.443,9.97000,11.21000
23519637,2279.90,22.22,0.08632,1140.64700,5.064,10.01000,11.26000
23519643,2426.96,63.70,0.10136,1141.39000,1.658,9.99000,11.24000
23519645,1812.73,59.64,0.01886,680.30990,136.041,9.55000,10.79000
23519649,1839.17,62.52,0.03133,705.89000,46.646,9.15000,10.38000
23519653,1924.75,74.83,0.03193,908.77440,21.735,8.84000,10.06000
23519665,1854.48,57.52,0.01816,722.77450,83.018,9.37000,10.60000
23519665,1832.44,16.22,0.01816,722.77450,83.018,9.73000,10.97000
23519819,1732.88,53.63,0.02009,714.00740,291.917,10.72000,11.99000
23519829,1785.56,55.56,0.04567,655.02000,36.892,8.83000,10.04000
23519835,1897.67,63.79,0.03731,834.64680,25.394,8.09000,9.29000
23519835,1859.61,59.46,0.03731,834.64680,25.394,8.23000,9.43000
23519837,1969.49,62.52,0.03842,901.17850,17.257,7.96000,9.16000
23519843,1783.92,35.98,0.02358,655.02000,93.718,10.37000,11.63000
23519893,1767.88,40.87,0.02763,654.97580,146.814,9.90000,11.15000
23519907,1850.41,13.66,0.03755,608.69000,139.195,9.63000,10.87000
23519921,1943.90,20.89,0.04971,616.40570,80.714,9.32000,10.56000
23519923,1970.63,23.41,0.02527,800.56940,80.272,9.12000,10.35000
23519925,2002.95,60.53,0.01341,808.08000,72.798,8.74000,9.96000
23519927,2008.03,56.61,0.02568,808.08000,70.477,8.63000,9.84000
23519929,2069.65,31.07,0.01649,925.42630,61.417,8.14000,9.34000
23519929,2055.57,48.41,0.01649,925.42630,61.417,8.18000,9.38000
23519935,2097.51,73.30,0.01995,923.14770,43.147,7.64000,8.83000
23519937,2137.29,58.93,0.01987,900.72600,39.385,7.61000,8.79000
23519939,2157.50,68.36,0.02195,895.61280,29.488,7.50000,8.68000
23520001,2087.01,79.95,0.06143,778.86070,18.540,7.26000,8.43000
23520001,2015.90,58.91,0.06143,778.86070,18.540,7.61000,8.80000
23520003,2180.52,78.83,0.06168,815.57780,11.730,6.93000,8.10000
23520027,1957.52,56.39,0.04620,860.87880,43.424,7.64000,8.82000
23520027,1906.26,70.77,0.04620,860.87880,43.424,7.57000,8.75000
23520121,1840.28,41.33,0.20441,655.02000,2.702,7.79000,8.98000
23520123,2101.35,27.94,0.31837,806.51150,1.824,5.90000,7.04000
23520153,1793.40,65.75,0.06546,910.49000,11.149,10.73000,12.00000
23520155,1977.22,30.72,0.08236,968.93020,8.406,10.16000,11.42000
23520157,2132.37,8.74,0.06559,1039.83100,3.991,9.85000,11.10000
23520157,2071.95,0.00,0.06559,1039.83100,3.991,10.11000,11.36000
23520159,2148.54,2.81,0.14941,979.59300,2.222,8.86000,10.08000
23520159,1976.76,35.26,0.14941,979.59300,2.222,9.15000,10.38000
23520177,1800.80,21.82,0.02434,850.48310,18.355,11.71000,13.00000
23520177,1771.11,18.70,0.02434,850.48310,18.355,11.95000,13.25000
23520177,1750.57,39.11,0.02434,850.48310,18.355,11.88000,13.18000
23522163,2293.03,41.02,0.35633,800.94270,0.400,4.70000,5.81000
23522183,2399.03,46.48,0.14169,1229.51600,5.938,7.81000,8.99000
23522185,1999.33,70.40,0.07206,695.97500,13.256,7.51000,8.70000
23522599,2010.00,21.65,0.01127,1091.23000,2.813,10.62000,11.88000
23522237,2256.25,75.21,0.16530,995.71000,1.231,6.07000,7.22000
23522247,2265.98,57.33,0.14358,1250.53100,1.238,7.78000,8.97000
23522249,2104.08,61.59,0.09045,840.38000,8.328,6.93000,8.09000
23522251,2197.08,69.72,0.15238,737.12760,2.631,6.27000,7.42000
23522253,2367.35,13.23,0.21674,840.38000,0.480,5.56000,6.69000
23522257,2372.80,34.81,0.26156,823.89920,1.411,5.63000,6.76000
23522269,2009.24,84.54,0.05947,995.71000,10.154,7.78000,8.97000
23522271,2296.65,63.09,0.11803,756.30900,7.607,6.37000,7.53000
23522271,2128.82,17.24,0.11803,756.30900,7.607,7.24000,8.41000
23522271,2032.12,45.18,0.11803,756.30900,7.607,7.31000,8.49000
23522273,2320.87,58.76,0.13993,791.84070,3.620,6.65000,7.81000
23522275,2195.51,73.33,0.13878,1239.63300,1.975,9.12000,10.35000
23522281,2262.05,73.91,0.18780,1105.91700,2.724,8.35000,9.56000
23522281,2079.73,78.93,0.18780,1105.91700,2.724,9.14000,10.37000
23522285,2152.02,78.73,0.16754,946.04630,1.483,7.16000,8.33000
23522285,1975.37,72.00,0.16754,946.04630,1.483,7.74000,8.92000
23522287,2248.19,70.09,0.16448,1152.33400,1.834,9.40000,10.64000
23522289,2167.55,47.33,0.20196,845.46940,2.205,6.13000,7.27000
23522293,2213.34,81.00,0.20969,995.71000,1.606,5.89000,7.02000
23522295,2187.40,20.53,0.24264,608.69000,0.361,6.44000,7.60000
23522297,2368.31,12.58,0.26583,1069.98100,0.459,5.07000,6.18000
23522311,2450.67,47.06,0.34597,860.36000,1.822,4.66000,5.77000
23522315,1907.62,42.53,0.16402,1076.35600,1.894,9.08000,10.30000
23522319,2066.51,78.81,0.05982,1043.87300,8.341,8.39000,9.59000
23522319,2014.52,81.55,0.05982,1043.87300,8.341,8.43000,9.64000
23522321,2413.62,8.90,0.12683,1252.18000,1.426,7.84000,9.03000
23522325,2059.30,86.15,0.13807,842.23630,2.091,7.22000,8.39000
23522327,1997.93,49.69,0.24117,812.36790,0.624,9.14000,10.36000
23522333,1727.11,75.76,0.01651,787.12000,1.722,12.39000,13.70000
23522339,1970.05,31.28,0.22783,1068.91400,0.785,8.75000,9.96000
23522347,2397.02,71.50,0.10563,860.27980,2.542,5.94000,7.08000
23522349,2473.36,20.79,0.20282,851.35380,2.301,5.08000,6.20000
23522349,2270.32,55.68,0.20282,851.35380,2.301,5.56000,6.69000
23522355,2003.51,82.16,0.04600,995.71000,11.951,8.12000,9.31000
23522357,2207.38,65.41,0.13201,936.06190,3.123,6.24000,7.38000
23522359,1822.56,66.06,0.13357,787.12000,6.815,10.95000,12.23000
23522361,1934.83,22.24,0.27629,608.69000,1.585,7.03000,8.20000
23522363,2063.03,38.58,0.14231,1069.67200,2.131,9.08000,10.31000
23522365,2346.27,61.05,0.14660,861.59680,2.979,5.66000,6.79000
23522367,2320.93,52.78,0.24139,646.03860,2.779,5.84000,6.97000
23522367,2117.90,30.13,0.24139,646.03860,2.779,6.70000,7.86000
23522369,2309.09,54.00,0.24126,808.47250,3.723,5.61000,6.74000
23522369,2061.89,61.50,0.24126,808.47250,3.723,6.49000,7.64000
23522371,2319.61,50.08,0.30092,715.24630,1.243,5.17000,6.29000
23522371,2040.75,29.86,0.30092,715.24630,1.243,6.25000,7.40000
23522379,1987.03,38.03,0.13569,838.86880,8.267,7.59000,8.78000
23522379,1893.43,37.00,0.13569,838.86880,8.267,7.85000,9.04000
23522381,2312.85,44.10,0.17117,815.06000,2.580,5.98000,7.12000
23522381,2148.62,77.67,0.17117,815.06000,2.580,6.28000,7.43000
23522383,2283.57,21.96,0.26067,987.30830,1.566,5.53000,6.65000
23522383,2006.81,54.96,0.26067,987.30830,1.566,6.28000,7.43000
23522385,2128.35,14.52,0.15294,986.45250,1.586,8.94000,10.16000
23522385,1942.89,20.25,0.15294,986.45250,1.586,9.56000,10.79000
23522389,2462.43,54.28,0.13933,809.00430,1.735,5.78000,6.92000
23522395,2281.87,75.83,0.15933,1114.00300,1.840,9.04000,10.26000
23522397,2145.09,26.43,0.13015,1257.23800,3.104,8.90000,10.12000
23522397,2016.79,45.32,0.13015,1257.23800,3.104,9.29000,10.52000
23522399,1803.21,78.60,0.20747,709.95000,1.381,10.40000,11.66000
23522401,2355.36,50.65,0.19942,938.82210,1.373,5.34000,6.47000
23522403,1766.97,85.71,0.17228,712.80600,1.265,10.93000,12.21000
23522405,2480.29,22.77,0.23497,867.00000,0.438,4.83000,5.94000
23522407,2214.56,76.64,0.22161,846.81060,1.581,6.14000,7.29000
23522409,1927.47,55.03,0.21830,848.79660,2.407,9.67000,10.91000
23522409,1742.47,63.85,0.21830,848.79660,2.407,10.27000,11.52000
23522411,2099.47,34.25,0.30631,608.69000,2.371,6.19000,7.34000
23522415,2321.76,38.26,0.16948,853.37250,2.165,5.90000,7.04000
23522421,2400.59,58.10,0.19522,867.00000,0.973,5.28000,6.40000
23522423,2395.34,73.39,0.10570,1141.39000,1.061,7.98000,9.17000
23522425,2371.27,64.07,0.12689,860.55760,6.187,6.13000,7.27000
23522425,2206.92,76.41,0.12689,860.55760,6.187,6.63000,7.79000
23522425,2072.01,77.28,0.12689,860.55760,6.187,7.12000,8.29000
23522427,2080.72,30.84,0.31639,633.43550,1.847,6.19000,7.33000
23522429,2201.57,48.80,0.07243,939.29000,6.666,6.89000,8.06000
23522431,2190.29,56.15,0.19822,867.00000,1.385,6.06000,7.20000
23522433,2483.26,20.05,0.25810,867.00000,1.190,4.76000,5.87000
23522437,2364.63,78.73,0.18285,1039.88100,3.383,5.37000,6.50000
23522437,2179.31,70.80,0.18285,1039.88100,3.383,6.07000,7.21000
23522439,1950.23,88.24,0.21264,853.40890,1.067,9.08000,10.31000
23522441,2074.28,80.14,0.16760,850.66960,2.566,7.26000,8.44000
23522441,1961.45,75.70,0.16760,850.66960,2.566,7.60000,8.78000
23522443,2223.72,17.44,0.13063,1206.13200,1.206,9.35000,10.58000
23522445,2309.68,76.17,0.16551,1056.78100,3.167,6.56000,7.72000
23522445,2176.81,81.96,0.16551,1056.78100,3.167,7.00000,8.16000
23522447,2398.86,65.38,0.10484,1044.41100,5.639,7.31000,8.49000
23522447,2317.84,73.44,0.10484,1044.41100,5.639,7.44000,8.62000
23522447,2162.50,82.42,0.10484,1044.41100,5.639,7.87000,9.06000
23522449,2200.42,31.35,0.19926,1058.02800,3.484,8.45000,9.66000
23522449,1994.90,55.13,0.19926,1058.02800,3.484,9.10000,10.33000
23522449,1798.20,63.46,0.19926,1058.02800,3.484,9.79000,11.03000
23522453,2290.54,75.05,0.19189,880.43800,3.236,6.16000,7.31000
23522453,2066.75,84.19,0.19189,880.43800,3.236,6.88000,8.04000
23522453,1916.57,83.52,0.19189,880.43800,3.236,7.38000,8.56000
23522455,2473.17,51.53,0.22750,867.00000,0.612,4.86000,5.97000
23522457,2088.48,77.49,0.05896,970.06440,14.072,8.98000,10.21000
23522457,2021.50,75.41,0.05896,970.06440,14.072,9.13000,10.35000
23522457,1993.68,69.55,0.05896,970.06440,14.072,9.14000,10.37000
23522457,1960.70,80.21,0.05896,970.06440,14.072,8.99000,10.21000
23522457,1918.50,72.66,0.05896,970.06440,14.072,8.97000,10.19000
23522459,2420.42,46.62,0.18060,939.29000,1.414,5.31000,6.44000
23522463,2041.01,15.74,0.15080,1063.19300,3.574,9.33000,10.56000
23522463,1842.09,78.50,0.15080,1063.19300,3.574,9.51000,10.75000
23522467,2420.20,11.50,0.19761,899.72970,1.439,5.53000,6.66000
23522469,2249.71,13.31,0.39880,809.78000,0.268,4.68000,5.78000
23522473,2502.13,49.46,0.17145,851.30540,1.134,5.48000,6.60000
23522495,1932.76,28.89,0.28230,1061.14000,1.597,8.72000,9.93000
23522499,2353.97,6.79,0.29031,809.78000,0.250,5.11000,6.23000
23522507,2148.00,58.11,0.21404,809.78000,2.242,6.08000,7.23000
23522509,2160.53,36.27,0.07683,1255.22500,3.311,10.10000,11.36000
23522509,2065.79,35.69,0.07683,1255.22500,3.311,10.56000,11.82000
23480657,2558.07,57.27,0.08767,725.64390,7.370,6.68000,7.84000
23480657,2444.41,68.65,0.08767,725.64390,7.370,7.16000,8.33000
23480657,2387.64,70.83,0.08767,725.64390,7.370,7.45000,8.63000
23480657,2304.16,76.16,0.08767,725.64390,7.370,7.80000,8.99000
23513122,2223.22,0.00,0.02309,321.53900,6.701,7.56000,8.75000
23513124,2633.55,29.93,0.07079,593.98540,16.680,5.33000,6.45000
23513124,2516.32,65.66,0.07079,593.98540,16.680,5.40000,6.53000
23513124,2442.89,49.24,0.07079,593.98540,16.680,5.67000,6.80000
23513124,2359.02,22.59,0.07079,593.98540,16.680,6.00000,7.14000
23513124,2312.61,12.33,0.07079,593.98540,16.680,5.97000,7.11000
23513124,2265.36,29.00,0.07079,593.98540,16.680,6.09000,7.23000
23514180,1937.26,1.91,0.00413,347.43680,6.510,12.32000,13.63000
23514186,1938.95,3.10,0.01229,356.74570,1.632,12.13000,13.44000
23520473,2296.99,22.90,0.22575,802.57150,1.992,5.71000,6.84000
23519185,1681.93,55.78,0.00995,856.68870,1171.531,14.70000,16.07000
23519997,1962.82,70.57,0.03031,669.27000,31.042,7.95000,9.14000
23519997,1936.81,66.90,0.03031,669.27000,31.042,7.96000,9.16000
23522151,2153.87,24.38,0.22955,612.31260,2.480,6.95000,8.12000
23522151,1935.50,11.48,0.22955,612.31260,2.480,7.96000,9.15000
23522183,2243.92,67.87,0.14169,1229.51600,5.938,8.11000,9.31000
23522183,2139.90,71.31,0.14169,1229.51600,5.938,8.35000,9.56000
23522183,2012.55,74.51,0.14169,1229.51600,5.938,8.72000,9.93000
23522263,2001.42,25.72,0.18736,754.82780,0.715,7.48000,8.66000
23522263,1807.64,22.89,0.18736,754.82780,0.715,8.21000,9.41000
23523139,2218.52,3.58,0.19608,603.99000,1.134,7.04000,8.21000
23523149,2244.03,39.16,0.19790,1057.38500,2.747,8.00000,9.20000
23523149,2025.76,43.59,0.19790,1057.38500,2.747,8.85000,10.07000
23523149,1839.37,5.61,0.19790,1057.38500,2.747,9.90000,11.14000
23523251,2037.49,4.18,0.07603,1066.30800,1.760,10.08000,11.33000
23551472,1670.77,13.69,0.02203,950.91210,55.638,11.06000,12.34000
23551478,1789.44,47.37,0.05229,1023.88500,40.534,9.72000,10.97000
23551480,1900.87,44.47,0.02629,1003.27700,22.615,9.28000,10.51000
23551480,1868.22,21.93,0.02629,1003.27700,22.615,9.44000,10.67000
23551662,2209.68,44.52,0.04159,1420.96800,11.882,9.59000,10.83000
23551662,2164.97,34.76,0.04159,1420.96800,11.882,9.99000,11.24000
23551662,2067.69,14.79,0.04159,1420.96800,11.882,10.68000,11.94000
23551662,2060.09,36.78,0.04159,1420.96800,11.882,10.71000,11.98000
23551662,2054.40,3.05,0.04159,1420.96800,11.882,11.05000,12.33000
23551662,2060.26,22.46,0.04159,1420.96800,11.882,11.00000,12.27000
23552008,1736.71,27.48,0.04145,939.86010,26.162,10.57000,11.84000
23552008,1693.40,33.81,0.04145,939.86010,26.162,10.57000,11.83000
23552008,1660.41,15.85,0.04145,939.86010,26.162,10.68000,11.95000
23552010,1907.25,43.65,0.04619,1262.67800,20.610,9.64000,10.88000
23552010,1861.00,3.04,0.04619,1262.67800,20.610,9.99000,11.24000
23552012,2181.30,34.81,0.09809,1241.03300,6.811,8.07000,9.26000
23552012,2059.18,77.36,0.09809,1241.03300,6.811,8.27000,9.47000
23552012,1973.58,62.12,0.09809,1241.03300,6.811,8.81000,10.03000
23552086,1920.05,63.30,0.04278,1091.78900,12.971,9.16000,10.39000
23552086,1880.43,59.41,0.04278,1091.78900,12.971,9.20000,10.43000
23553654,2084.45,7.17,0.11199,930.96910,5.457,8.42000,9.62000
23553654,1956.02,10.66,0.11199,930.96910,5.457,8.87000,10.08000
23553654,1775.60,40.47,0.11199,930.96910,5.457,9.34000,10.57000
23553654,1705.82,37.42,0.11199,930.96910,5.457,9.64000,10.88000
23553656,1984.85,11.48,0.17509,1167.65000,1.546,7.91000,9.11000
23553656,1789.11,23.42,0.17509,1167.65000,1.546,8.45000,9.66000
23553658,2073.71,29.94,0.11649,953.85000,4.470,8.19000,9.40000
23553658,2035.42,38.27,0.11649,953.85000,4.470,8.26000,9.46000
23553658,1924.80,30.12,0.11649,953.85000,4.470,8.70000,9.92000
23553658,1783.90,40.03,0.11649,953.85000,4.470,9.17000,10.39000
23553660,2010.48,36.89,0.12867,1167.65000,2.542,8.11000,9.31000
23553660,1860.77,17.45,0.12867,1167.65000,2.542,8.84000,10.06000
23553662,2225.53,45.68,0.15678,1334.97500,3.194,7.29000,8.47000
23553662,2040.77,48.33,0.15678,1334.97500,3.194,7.91000,9.11000
23553664,2040.57,41.15,0.10644,1035.96800,4.585,8.07000,9.27000
23553664,1976.91,25.35,0.10644,1035.96800,4.585,8.37000,9.58000
